show_id,type,title,country,release_year,duration,listed_in,description
tt6847216,Movie,Meet the Donors: Does Money Talk?,United States,2016,66 min,documentation,Alexandra Pelosi looks at money in politics and interviews wealthy donors to Republican and Democratic parties to ask them about their contributions and philosophies. Also: a look at efforts to enact campaign-finance reform.
tt4857514,Movie,Requiem for the Dead: American Spring 2014,United States,2015,67 min,documentation,"From directors Nick Doob and Shari Cookson, ""Requiem for the Dead"" is made entirely from found footage, including social media posts, 9-1-1 calls, news stories and police files. The film tells the stories of those who have been killed by gunfire, whether from accidental violence, random shootings, family disputes or suicide. Hear those stories of those who have died, which is only a fraction of the 32,000 people killed in America each year, 88 per day, from gun violence."
tt4555804,Movie,Living With Lincoln,United States,2015,60 min,documentation,Filmmaker Peter Kunhardt examines how a one-of-a-kind collection of Abraham Lincoln photos and memorabilia have profoundly shaped the lives and sensibilities of five generations of his family.
tt1340552,Movie,Big World In A Small Garden,United States,2016,11 min,documentation,Photographer Martin Dorhn has rigged special cameras in order to capture the hectic and complex world of Bristol -- in his backyard!  Watch as he slows down the almost imperceptible movements of the insects that populate his garden from fascinating bee species to active spiders and more.
tt4329244,Movie,Larry Kramer In Love & Anger,United States,2015,82 min,"history, documentation","From the onset of the AIDS epidemic, author Larry Kramer emerged as a fiery activist, an Old Testament-style prophet full of righteous fury who denounced both the willful inaction of the government and the refusal of the gay community to curb potentially risky behaviors. Co-founder of both organization Gay Men's Health Crisis and the direct action protest group ACT UP, Kramer was vilified by some who saw his criticism to be an expression of self-hatred, while lionized by others who credit him with waking up the gay community — and, eventually, the government and medical establishment — to the devastation of the disease."
tt6961880,Movie,The Making Of David Attenborough's Light On Earth,,2016,8 min,documentation,"Enter the spectacular world of bioluminescence guided by Sir David Attenborough, and expert filmmaker Martin Dohrn. Get an exclusive look at the state-of-the-art technology, that has allowed us to witness for the first time ever the magnificent world that lights up at night across our globe."
tt6964172,Movie,Kittenhood,United States,2015,51 min,documentation,"There are 3 kittens in this story, and as we watch these cute bundles of fur grow we learn how our feline companions adapt in very diverse environments.  Each of our kittens, from Tokyo to France, has a unique and fascinating world to explore!  Resist watching if you can...."
tt3462880,Movie,Wiener Dog Internationals,United States,2015,92 min,"family, comedy","The Jack Family is at it again, as they enter the International World of Wiener Dog Racing. The kids sneak away to enter Shelly in the Internationals, and find themselves caught in a devious plot by Mrs. Merryweather that may change wiener dog races forever! Can little Shelly, the champion dog from the US, really take on the World?"
tt6959644,Movie,Jason Silva - The Road To The Singularity,United States,2016,20 min,documentation,"The Singularity, or the arrival of superhuman intelligence, has been described as both the “rapture of the nerds” and inevitable. Futurist and philosopher Jason Silva explores the ways in which this radical transformation may occur through biotechnology, nanotechnology and artificial intelligence."
tt21094994,Movie,The Rise & Fall Of T-Rex,,2015,15 min,,"T-rex -- the ""tyrant lizard king"" -- ruled the earth 65 million years ago.  Today, he reigns as ultimate predator and pop cultural icon.  His image is everywhere -- but few know how two scientific rebels probed the mystery of his sudden death, and uncovered the day that shaped the modern world."
tt2918248,Movie,Gold Rush in the Deep Sea,Germany,2015,52 min,,"Manganese nodules do look like carbonized cauliflower and are supposed to be the new source of iron for our technologised society. But them lying on the floor of the pacific, approximately four kilometers deep, poses a big problem."
tt9782756,Movie,The Apollo Moon Landings,,2015,27 min,,"On July 20th, 1969, the history of space exploration would forever be changed as two men left their boot prints on our moon's surface. This remarkable feat would be the culmination of decades of research, sacrifice, and innovation. How did we get there?"
tt20915568,Movie,Jason Silva: Transhumanism,,2016,11 min,,"Jason Silva, philosopher and futurist, reveals mankind’s next evolutionary leap. Will our symbiotic relationship with technology help us transcend our biological limitations, therefore ushering in a new era of humans?  Transhumanism is a look at what the future may hold for humanity."
tt21811062,Movie,The Story of German Beer,,2016,52 min,,"This documentary looks at the history of beer starting with the Sumerians who invented it 5.000 years ago through to the leading export of today and the new trend of the future: craft beer. Prost!  Prince Luitpold of Bavaria: if Germany were still a monarchy, he would be the King of Bavaria. What does this have to do with beer? His Highness brewed one of the best beers in Bavaria. It’s no wonder that he does, since it was one of his ancestors that introduced the Reinheitsgebot (German purity law) in 1516. The only ingredients permitted are hops, malt and water. 500 years of pure beer.  500 years of pure beer – without chemicals, flavour enhancers or colour additive additives as is common in the rest of the world. There are 5,000 different beers in Germany, produced in more than 1,300 breweries.  Great beer has always been synonymous with Germany. Let’s find out why!"
tt5211642,Movie,The Latin Explosion: A New America,United States,2015,64 min,"documentation, music","With more than 50 million Latinos now living in the United States, Latinos are taking their seat at the table as the new American power brokers in the world of entertainment, business, politics and the arts. As Latinos’ influence in American society has soared, they have entered mainstream American culture, and the proof is in the music. Executive produced by legendary music mogul Tommy Mottola, THE LATIN EXPLOSION: A NEW AMERICA features a dazzling array of artists at the center of Latino cultural power and influence, including Marc Anthony, Emilio Estefan Jr., Gloria Estefan, José Feliciano, Eva Longoria, George Lopez, Jennifer Lopez, Los Lobos, Cheech Marin, Ricky Martin, Rita Moreno, Pitbull, Romeo Santos, Shakira, Thalía and Sofía Vergara. Narrated by John Leguizamo."
